rank	word	pos	coca_acad_freq	acad_ratio
2750	firstly	r	181	1.75
2751	reorder	v	181	2.09
2752	upsurge	n	181	1.7
2753	ritualized	j	180	2.5
2754	ubiquity	n	180	2.04
2755	disentangle	v	180	1.9
2756	non-competitive	j	180	2.21
2757	predetermine	v	179	2.3
2758	idiosyncrasy	n	179	1.53
2759	fortuitous	j	179	1.57
2760	summarily	r	179	1.54
2761	unexamined	j	179	1.94
2762	uncritically	r	178	2.61
2763	testable	j	178	2.93
2764	functionary	n	178	1.56
2765	permeability	n	177	3.19
2766	needed	j	177	1.57
2767	discontinuous	j	177	2.86
2768	destabilization	n	177	2.25
2769	city-state	n	177	1.87
2770	singly	r	177	1.83
2771	regenerative	j	177	2.17
2772	vicissitude	n	177	2.05
2773	unjustified	j	176	1.54
2774	paleolithic	j	176	2.3
2775	enmesh	v	175	1.67
2776	second-order	j	175	3.24
2777	succinct	j	174	1.5
2778	funder	n	174	1.63
2779	irrationality	n	173	2.16
2780	meaningfulness	n	173	3.26
2781	disorganization	n	173	2.25
2782	bylaw	n	173	1.61
2783	blurring	n	173	1.96
2784	demonstrable	j	172	2.31
2785	enquiry	n	172	2.24
2786	enabling	j	172	2.47
2787	neurosis	n	172	1.61
2788	opacity	n	171	1.94
2789	industrialize	v	171	2.35
2790	demographically	r	171	2.18
2791	unconnected	j	171	1.7
2792	truism	n	171	1.61
2793	undefined	j	170	1.71
2794	discredited	j	170	1.61
2795	disenchantment	n	170	1.67
2796	male-female	j	170	1.96
2797	hierarchically	r	170	3.36
2798	reconfiguration	n	170	2.45
2799	globalize	v	169	2.53
2800	incrementally	r	169	1.69
2801	interdependency	n	168	3.0
2802	ostensible	j	168	1.82
2803	edited	j	168	1.83
2804	apathetic	j	168	1.54
2805	tabulation	n	168	2.33
2806	conjecture	v	167	2.17
2807	constrained	j	167	2.53
2808	duplicate	j	167	1.62
2809	institutionally	r	166	2.46
2810	incapacity	n	166	2.3
2811	gender-specific	j	166	2.57
2812	truncated	j	166	1.78
2813	venerate	v	165	1.83
2814	impartiality	n	165	1.82
2815	disallow	v	165	1.68
2816	demonstrably	r	164	1.78
2817	derived	j	164	3.19
2818	all-encompassing	j	164	1.75
2819	originator	n	163	1.62
2820	positivist	j	163	3.19
2821	panoply	n	162	1.66
2822	betterment	n	162	1.65
2823	diametrically	r	162	1.89
2824	disproportionately	r	162	1.83
2825	unknowable	j	162	1.5
2826	self-defeating	j	162	1.82
2827	constancy	n	161	1.78
2828	identifying	j	160	1.64
2829	maximization	n	160	3.18
2830	inequitable	j	159	2.4
2831	ingrained	j	159	1.58
2832	broadening	n	159	2.55
2833	decentralize	v	159	2.18
2834	first-order	j	159	3.26
2835	stabilizing	j	159	1.95
2836	sufficiency	n	158	2.43
2837	supported	j	158	2.22
2838	sending	n	158	1.76
2839	unrealized	j	158	1.82
2840	cogent	j	158	1.65
2841	autonomously	r	158	2.6
2842	corrected	j	157	2.23
2843	ineffectiveness	n	157	2.25
2844	vagueness	n	157	1.8
2845	reconstructed	j	156	1.73
2846	prejudicial	j	156	1.79
2847	amalgamation	n	156	2.28
2848	unacknowledged	j	155	1.93
2849	unidimensional	j	155	3.39
2850	unsound	j	154	1.76
2851	representativeness	n	154	3.01
2852	extractive	j	154	2.4
2853	add-on	n	153	1.67
2854	sponsoring	j	153	2.39
2855	remuneration	n	152	2.37
2856	professed	j	152	1.84
2857	prefix	n	151	2.11
2858	contextually	r	151	3.28
2859	refutation	n	151	2.06
2860	transference	n	151	1.92
2861	traceable	j	150	1.82
2862	unsupported	j	150	1.71
2863	biweekly	r	150	1.62
2864	excluded	j	150	2.49
2865	preset	j	150	2.03
2866	fourfold	j	150	2.12
2867	normalized	j	149	2.7
2868	dovetail	v	149	1.6
2869	timeliness	n	149	2.19
2870	reformulation	n	149	3.16
2871	contained	j	148	1.59
2872	capitulation	n	147	1.6
2873	equitably	r	147	1.96
2874	multilingual	j	147	1.91
2875	legalistic	j	147	2.04
2876	reactivate	v	146	1.58
2877	disrupted	j	146	1.81
2878	conflictual	j	146	3.3
2879	annotate	v	146	1.79
2880	aberrant	j	145	1.64
2881	class	v	145	1.73
2882	two-stage	j	145	2.46
2883	yielding	j	145	1.58
2884	undermining	n	144	2.28
2885	subservient	j	144	1.69
2886	affirmatively	r	144	2.08
2887	prohibitively	r	144	1.61
2888	card	v	143	1.6
2889	converse	n	143	1.8
2890	soundness	n	143	1.78
2891	two-step	j	142	2.14
2892	egocentric	j	142	2.19
2893	oversimplification	n	142	2.05
2894	participative	j	142	3.25
2895	dissimilarity	n	141	2.92
2896	aver	v	141	1.8
2897	self-preservation	n	141	1.5
2898	expropriate	v	140	2.3
2899	propound	v	140	2.28
2900	long-established	j	140	1.65
2901	husbandry	n	140	1.81
2902	monopolistic	j	139	1.88
2903	comparably	r	139	2.0
2904	sterility	n	139	1.61
2905	requested	j	138	1.59
2906	unimpeded	j	138	1.53
2907	ferment	n	138	1.64
2908	parsimonious	j	138	2.61
2909	principality	n	138	1.71
2910	rapidity	n	137	1.87
2911	homogenization	n	137	2.58
2912	gradation	n	137	1.59
2913	imperfectly	r	137	1.75
2914	irregularly	r	137	1.54
2915	reintegrate	v	137	2.04
2916	threefold	r	137	2.18
2917	underestimation	n	136	2.77
2918	recoverable	j	136	2.0
2919	rearrangement	n	136	2.15
2920	poignantly	r	136	1.68
2921	centered	j	136	1.61
2922	injurious	j	135	1.96
2923	changeable	j	134	1.58
2924	concomitantly	r	134	3.26
2925	bifurcation	n	134	2.67
2926	abbreviate	v	134	1.78
2927	self-selected	j	134	2.74
2928	universal	n	134	2.83
2929	incorporated	j	133	2.07
2930	readjustment	n	133	1.94
2931	conditional	n	132	2.61
2932	disassociate	v	132	1.5
2933	unhelpful	j	132	1.64
2934	unsurprisingly	r	131	1.78
2935	fine-grained	j	130	2.23
2936	prompting	n	130	1.68
2937	military-industrial	j	130	1.69
2938	post-industrial	j	129	1.78
2939	pragmatically	r	129	2.33
2940	disequilibrium	n	129	3.03
2941	unavoidably	r	129	2.0
2942	militate	v	128	2.72
2943	multilayered	j	127	1.87
2944	metallurgy	n	127	2.53
2945	inverse	n	127	2.68
2946	uncontested	j	127	1.63
2947	reestablishment	n	127	2.7
2948	secondarily	r	126	2.15
2949	vexing	j	126	1.52
2950	misalignment	n	126	2.71
2951	existent	j	126	2.64
2952	cause-and-effect	j	126	2.46
2953	entangled	j	125	1.69
2954	programmed	j	125	1.9
2955	impure	j	124	1.7
2956	disposed	j	124	1.8
2957	relativist	n	124	2.29
2958	reinterpret	v	123	2.08
2959	systematize	v	123	2.83
2960	xenophobic	j	123	1.6
2961	market-driven	j	123	1.98
2962	arc	v	122	1.65
2963	converging	j	121	2.06
2964	militaristic	j	121	1.72
2965	modelling	n	120	2.82
2966	intermingle	v	120	1.56
2967	isolating	j	120	1.7
2968	copying	n	120	1.67
2969	falsity	n	120	2.06
2970	searchable	j	120	1.73
2971	self-improvement	n	119	1.96
2972	embedding	n	119	2.37
2973	reaffirmation	n	119	2.13
2974	reappraisal	n	118	1.86
2975	propitious	j	118	1.73
2976	depredation	n	118	1.74
2977	denigration	n	118	2.35
2978	arguable	j	118	1.76
2979	proliferating	j	117	2.1
2980	functionalist	n	117	2.93
2981	separable	j	117	2.77
2982	rejoinder	n	117	1.68
2983	upper-level	j	116	1.97
2984	unstated	j	116	1.69
2985	high-value	j	116	1.6
2986	interpolation	n	116	3.05
2987	bibliographic	j	116	2.84
2988	differentiating	j	116	2.94
2989	abortive	j	115	1.6
2990	anatomically	r	115	1.65
2991	maximally	r	115	2.7
2992	proscription	n	115	2.37
2993	patent	j	115	1.58
2994	purchased	j	115	1.55
2995	non-professional	j	115	2.4
2996	unidirectional	j	115	2.94
2997	redirection	n	115	2.53
2998	reversion	n	115	2.13
2999	obtainable	j	114	2.1
3000	privation	n	114	1.73
3001	inborn	j	114	1.68
3002	bimonthly	r	114	1.6
3003	capitalistic	j	113	1.71
3004	circumscribed	j	113	2.62
3005	targeting	n	113	1.57
3006	unusable	j	112	1.61
3007	unpalatable	j	112	1.53
3008	causally	r	112	2.99
3009	prioritization	n	112	2.91
3010	overemphasis	n	112	2.48
3011	imprimatur	n	111	1.54
3012	coherently	r	111	2.23
3013	component	j	111	2.88
3014	tangential	j	111	1.95
3015	relevancy	n	111	2.21
